date,category,category_enc,month,week_of_year,is_festival,is_weekend,base_price,cost_price,comp_price,price_ratio,margin_pct,sales_last_week,sales_last_month,daily_demand,season_factor,festival_factor,stock,stock_weeks,lead_time,expiry_days,days_to_sell,fraction_at_risk,will_sell_before_expiry,actual_demand_7d,actual_demand_post_disc,demand_cv,elasticity,discount_tier,discount_pct,order_decision,health_score
2021-10-23,Fashion,0,10,42,1,1,678.9,336.5,620.56,1.094,50.4,32.6,192.4,6.41,1.6,1.45,377,7.03,12,497,58.8,0.0,1,44.9,56.6,0.28,-2.0,1,13,0,76
2022-12-31,Grocery,1,12,52,1,1,39.99,23.63,41.91,0.954,40.9,509.5,1987.2,71.4,1.5,1.8,949,2.14,2,8,13.3,0.398,0,499.8,547.8,0.14,-1.2,1,8,0,62
2023-03-07,Fashion,0,3,10,0,0,1615.2,751.49,1813.68,0.891,53.5,34.5,109.6,5.07,1.0,1.0,45,2.14,11,344,8.9,0.0,1,35.5,35.5,0.28,-2.0,0,0,3,74
2023-04-24,Grocery,1,4,17,0,0,282.1,190.18,270.15,1.044,32.6,119.3,494.4,17.76,0.9,1.0,565,4.21,1,38,31.8,0.0,1,124.3,142.2,0.14,-1.2,1,12,0,81
2022-01-24,Grocery,1,1,4,0,0,59.13,43.03,58.49,1.011,27.2,194.9,755.5,26.63,1.0,1.0,127,0.76,2,21,4.8,0.0,1,186.4,186.4,0.14,-1.2,0,0,2,70
2023-08-14,Seasonal,4,8,33,0,0,574.66,260.4,495.05,1.161,54.7,12.8,41.3,1.79,1.0,1.2,126,2.39,13,157,70.6,0.0,1,12.5,12.5,0.55,-2.5,0,0,0,54
2021-06-29,Grocery,1,6,26,0,0,492.09,310.16,511.32,0.962,37.0,150.0,614.6,21.57,1.0,1.0,571,3.07,3,46,26.5,0.0,1,151.0,174.6,0.14,-1.2,1,13,0,77
2021-09-28,Grocery,1,9,39,0,0,197.08,135.08,216.26,0.911,31.5,111.9,477.9,16.24,1.0,1.0,68,0.9,1,8,4.2,0.0,1,113.7,113.7,0.14,-1.2,0,0,2,71
2021-11-05,Fashion,0,11,44,1,0,4415.6,2566.45,4751.48,0.929,41.9,91.1,641.0,22.37,1.8,2.2,1546,9.09,6,685,69.1,0.0,1,156.6,234.9,0.28,-2.0,2,25,-1,83
2021-01-22,FMCG,3,1,3,0,0,715.73,380.86,793.47,0.902,46.8,251.7,919.1,33.37,1.0,1.0,961,4.13,2,128,28.8,0.0,1,233.6,272.1,0.12,-1.5,1,11,0,80
2021-01-23,Grocery,1,1,3,0,1,358.72,218.07,355.05,1.01,39.2,76.6,303.0,10.43,1.0,1.0,322,5.57,1,23,30.9,0.256,0,73.0,80.0,0.14,-1.2,1,8,0,77
2021-11-20,Seasonal,4,11,46,0,1,3784.89,1811.52,3566.86,1.061,52.1,53.0,169.2,6.11,2.5,0.75,254,4.92,19,227,41.5,0.0,1,42.8,56.7,0.55,-2.5,1,13,0,76
2022-08-16,Grocery,1,8,33,0,0,326.24,234.06,310.72,1.05,28.3,48.5,187.3,6.7,1.0,1.2,37,0.73,1,25,5.5,0.0,1,46.9,46.9,0.14,-1.2,0,0,2,70
2021-09-02,FMCG,3,9,35,0,0,229.49,135.01,202.73,1.132,41.2,183.7,691.5,23.53,1.0,1.0,389,1.82,4,315,16.5,0.0,1,164.7,164.7,0.12,-1.5,0,0,0,69
2021-02-26,Electronics,2,2,8,0,0,31204.91,17898.3,33533.27,0.931,42.6,14.4,54.4,2.07,1.0,1.0,336,13.52,19,441,162.2,0.0,1,14.5,21.5,0.32,-1.8,2,27,-1,79
2023-02-06,Grocery,1,2,6,0,0,76.81,49.75,70.85,1.084,35.2,79.1,320.2,10.77,1.0,1.0,70,0.76,1,27,6.5,0.0,1,75.4,75.4,0.14,-1.2,0,0,2,66
2022-07-21,Fashion,0,7,29,0,0,378.78,201.52,378.5,1.001,46.8,55.4,228.2,7.86,1.3,1.0,184,3.48,13,332,23.4,0.0,1,55.0,63.8,0.28,-2.0,1,8,0,78
2023-10-07,Fashion,0,10,40,0,1,4322.55,2319.87,4195.56,1.03,46.3,127.6,483.9,17.11,1.6,1.0,198,1.76,14,564,11.6,0.0,1,119.8,119.8,0.28,-2.0,0,0,3,73
2021-07-13,Electronics,2,7,28,0,0,46901.27,29150.99,48556.95,0.966,37.8,29.8,170.3,5.39,1.0,1.0,90,2.32,21,478,16.7,0.0,1,37.7,37.7,0.32,-1.8,0,0,3,75
2023-02-02,Seasonal,4,2,5,0,0,1802.86,888.58,1993.43,0.904,50.7,20.5,83.2,3.0,0.3,1.0,37,2.86,14,354,12.3,0.0,1,21.0,21.0,0.55,-2.5,0,0,3,77
2022-01-05,Seasonal,4,1,1,0,0,2849.56,1189.66,2956.77,0.964,58.3,6.2,12.5,0.51,0.3,1.0,10,5.47,13,133,19.4,0.0,1,3.6,4.8,0.55,-2.5,1,13,0,84
2022-02-02,Fashion,0,2,5,0,0,4797.85,2196.85,4141.27,1.159,54.2,22.2,113.6,3.8,1.0,1.0,65,1.79,7,473,17.1,0.0,1,26.6,26.6,0.28,-2.0,0,0,0,64
2021-06-17,Electronics,2,6,24,0,0,12205.22,7075.67,12838.18,0.951,42.0,16.0,89.2,3.53,1.0,1.0,239,7.77,11,411,67.7,0.0,1,24.7,29.6,0.32,-1.8,1,11,0,80
2023-12-20,Seasonal,4,12,51,1,0,1315.84,555.54,1452.96,0.906,57.8,281.8,1338.6,38.86,3.0,1.8,433,3.4,13,286,11.1,0.0,1,272.0,374.0,0.55,-2.5,1,15,3,78
2023-12-12,Electronics,2,12,50,0,0,28500.86,15736.25,26088.47,1.092,44.8,28.9,100.1,3.74,1.8,1.0,111,1.68,21,674,29.7,0.0,1,26.2,26.2,0.32,-1.8,0,0,1,69
2021-02-23,Seasonal,4,2,8,0,0,1176.51,588.3,1341.86,0.877,50.0,14.4,69.7,2.14,0.3,1.0,23,2.31,16,248,10.7,0.0,1,15.0,15.0,0.55,-2.5,0,0,3,75
2022-12-14,FMCG,3,12,50,0,0,687.89,384.48,697.56,0.986,44.1,78.9,362.5,12.43,1.4,1.0,206,2.59,2,281,16.6,0.0,1,87.0,87.0,0.12,-1.5,0,0,0,76
2023-11-11,Electronics,2,11,45,0,1,44134.64,25940.8,44439.8,0.993,41.2,25.9,93.8,3.9,2.2,0.75,34,1.6,21,391,8.7,0.0,1,27.3,27.3,0.32,-1.8,0,0,3,73
2022-09-05,Fashion,0,9,36,0,0,3975.82,1957.37,3537.12,1.124,50.8,40.3,168.7,6.3,1.0,1.0,186,3.29,5,532,29.5,0.0,1,44.1,48.5,0.28,-2.0,1,5,0,74
2021-12-10,Seasonal,4,12,49,0,0,770.97,336.42,755.12,1.021,56.4,118.1,345.8,13.43,3.0,1.0,311,3.21,18,171,23.2,0.0,1,94.0,122.2,0.55,-2.5,1,12,0,78
2023-07-14,FMCG,3,7,28,0,0,570.52,332.51,502.99,1.134,41.7,198.3,762.6,28.14,1.0,1.0,218,0.99,3,333,7.7,0.0,1,197.0,197.0,0.12,-1.5,0,0,2,67
2023-03-14,Electronics,2,3,11,0,0,24820.64,16539.98,25467.13,0.975,33.4,11.2,72.1,2.69,1.0,1.0,153,6.73,16,492,57.0,0.0,1,18.8,21.8,0.32,-1.8,1,9,0,79
2022-12-24,Fashion,0,12,51,1,1,3880.94,2093.03,4454.94,0.871,46.1,49.0,214.8,7.3,1.5,1.8,70,2.06,8,212,9.6,0.0,1,51.1,51.1,0.28,-2.0,0,0,0,74
2021-01-19,Grocery,1,1,3,1,0,161.98,91.72,174.31,0.929,43.4,34.6,142.2,5.06,1.0,1.25,43,1.27,2,34,8.5,0.0,1,35.4,35.4,0.14,-1.2,0,0,0,72
2021-04-04,Grocery,1,4,13,0,1,361.53,253.18,399.04,0.906,30.0,32.1,108.7,4.21,0.9,1.0,134,4.32,1,53,31.8,0.0,1,29.5,31.6,0.14,-1.2,1,6,0,81
2022-08-02,Fashion,0,8,31,0,0,4475.15,2400.81,3972.08,1.127,46.4,9.1,41.9,1.46,1.0,1.0,46,1.36,6,569,31.6,0.0,1,10.2,10.2,0.28,-2.0,0,0,0,68
2022-09-11,FMCG,3,9,36,0,1,192.32,102.0,181.64,1.059,47.0,238.5,901.2,33.31,1.0,1.0,169,0.75,4,193,5.1,0.0,1,233.2,233.2,0.12,-1.5,0,0,2,66
2022-02-04,Grocery,1,2,5,0,0,345.1,228.59,304.84,1.132,33.8,109.6,427.9,14.71,1.0,1.0,491,3.31,1,56,33.4,0.0,1,103.0,115.4,0.14,-1.2,1,10,0,74
2022-09-04,Electronics,2,9,35,0,1,34163.67,20411.59,36582.88,0.934,40.3,15.7,50.7,2.09,1.0,1.0,131,12.53,12,519,62.8,0.0,1,14.6,22.0,0.32,-1.8,2,28,-1,88
2023-06-21,Grocery,1,6,25,0,0,272.29,158.07,310.88,0.876,41.9,146.8,662.5,23.36,1.0,1.0,257,2.6,3,6,11.0,0.455,0,163.5,208.6,0.14,-1.2,2,23,0,62
2022-10-04,FMCG,3,10,40,0,0,701.55,403.58,796.72,0.881,42.5,333.7,1215.9,45.07,1.2,1.0,1069,3.91,2,200,23.7,0.0,1,315.5,353.4,0.12,-1.5,1,8,0,80
2023-09-27,FMCG,3,9,39,0,0,88.24,51.69,87.46,1.009,41.4,169.3,680.0,23.34,1.0,1.0,244,1.39,3,307,10.5,0.0,1,163.4,163.4,0.12,-1.5,0,0,0,72
2021-05-22,Electronics,2,5,20,0,1,8944.19,5159.03,9305.92,0.961,42.3,59.4,232.8,7.83,1.0,1.0,98,2.99,20,429,12.5,0.0,1,54.8,54.8,0.32,-1.8,0,0,3,77
2022-11-03,FMCG,3,11,44,1,0,501.14,304.4,466.61,1.074,39.3,167.7,784.7,25.49,1.3,2.2,437,1.78,5,354,17.1,0.0,1,178.4,178.4,0.12,-1.5,0,0,1,69
2021-06-22,Grocery,1,6,25,0,0,255.16,140.99,263.48,0.968,44.7,381.1,1450.6,51.47,1.0,1.0,251,1.55,1,3,4.9,0.388,0,360.3,399.2,0.14,-1.2,1,9,0,61
2023-08-20,Fashion,0,8,33,0,1,1756.5,1033.97,1648.81,1.065,41.1,41.6,155.6,5.2,1.0,1.2,91,2.89,9,526,17.5,0.0,1,36.4,36.4,0.28,-2.0,0,0,0,73
2022-05-01,Seasonal,4,5,17,0,1,1347.79,557.39,1229.1,1.097,58.6,6.8,23.8,0.74,1.0,1.0,27,4.67,19,144,36.3,0.0,1,5.2,6.9,0.55,-2.5,1,13,0,78
2021-09-20,Electronics,2,9,38,0,0,29975.45,19442.97,28616.09,1.048,35.1,11.1,39.3,1.51,1.0,1.0,74,5.03,14,721,48.9,0.0,1,10.6,12.7,0.32,-1.8,1,11,0,77
2023-08-25,Fashion,0,8,34,0,0,4773.91,2170.74,5339.88,0.894,54.5,18.4,74.4,2.7,1.0,1.0,82,5.52,5,284,30.4,0.0,1,18.9,23.4,0.28,-2.0,1,12,0,85
2023-10-28,Seasonal,4,10,43,1,1,5376.01,2303.28,4774.85,1.126,57.2,22.9,73.0,2.97,1.0,1.45,155,3.59,15,140,52.2,0.0,1,20.8,25.0,0.55,-2.5,1,8,0,67
2023-01-03,Electronics,2,1,1,0,0,46596.27,29581.97,53125.24,0.877,36.5,26.5,131.3,4.49,0.6,1.0,106,4.68,20,500,23.6,0.0,1,31.4,35.9,0.32,-1.8,1,8,0,82
2021-10-06,Electronics,2,10,40,0,0,47112.22,26766.46,52763.22,0.893,43.2,7.7,44.6,1.56,1.9,1.0,27,0.59,11,638,17.3,0.0,1,10.9,10.9,0.32,-1.8,0,0,2,70
2021-05-31,Fashion,0,5,22,0,0,4886.77,2779.04,4182.46,1.168,43.1,38.7,186.0,6.8,1.0,1.0,219,3.67,7,610,32.2,0.0,1,47.6,56.2,0.28,-2.0,1,9,0,70
2021-08-18,Grocery,1,8,33,0,0,426.35,249.27,400.8,1.064,41.5,367.0,1380.1,48.7,1.0,1.2,253,1.26,2,5,5.2,0.038,0,340.9,390.0,0.14,-1.2,1,12,0,67
2022-11-04,Electronics,2,11,44,1,0,42682.88,27087.18,39724.18,1.074,36.5,108.9,721.0,21.21,2.2,2.2,367,2.24,16,615,17.3,0.0,1,148.5,148.5,0.32,-1.8,0,0,0,71
2023-01-09,Grocery,1,1,2,1,0,260.36,182.65,224.72,1.159,29.8,110.1,433.3,15.26,1.0,1.25,523,4.34,3,43,34.3,0.0,1,106.8,122.2,0.14,-1.2,1,12,0,72
2023-05-26,Fashion,0,5,21,0,0,572.6,331.15,596.73,0.96,42.2,66.6,291.8,9.17,1.0,1.0,159,2.79,14,251,17.3,0.0,1,64.2,64.2,0.28,-2.0,0,0,0,76
2022-01-02,Grocery,1,1,52,0,1,451.16,265.93,454.25,0.993,41.1,202.4,794.5,28.2,1.0,1.0,255,2.12,1,9,9.0,0.0,1,197.4,197.4,0.14,-1.2,0,0,0,74
2022-04-06,Electronics,2,4,14,0,0,37084.91,25076.53,39809.91,0.932,32.4,42.1,113.4,4.43,1.0,1.0,91,2.46,15,625,20.5,0.0,1,31.0,31.0,0.32,-1.8,0,0,0,75
2022-03-18,Electronics,2,3,11,1,0,18684.93,11930.97,19311.99,0.968,36.1,60.1,309.6,9.04,1.0,1.35,74,1.63,14,447,8.2,0.0,1,63.3,63.3,0.32,-1.8,0,0,3,73
2021-10-21,Grocery,1,10,42,1,0,432.74,314.95,382.9,1.13,27.2,92.5,426.4,15.26,1.3,1.3,508,3.9,3,35,33.3,0.0,1,106.8,115.8,0.14,-1.2,1,7,0,76
2023-02-22,Grocery,1,2,8,0,0,229.42,126.73,216.91,1.058,44.8,131.8,513.4,18.61,1.0,1.0,1659,11.19,3,41,89.1,0.54,0,130.3,174.1,0.14,-1.2,2,28,-1,63
2021-07-18,Grocery,1,7,28,0,1,35.92,23.73,40.4,0.889,33.9,163.8,671.0,24.31,1.0,1.0,45,0.31,3,44,1.9,0.0,1,170.2,170.2,0.14,-1.2,0,0,3,69
2022-10-22,FMCG,3,10,42,1,1,574.53,299.87,568.83,1.01,47.8,362.9,1740.4,59.6,1.2,1.3,377,1.01,3,230,6.3,0.0,1,417.2,417.2,0.12,-1.5,0,0,0,71
2022-06-08,FMCG,3,6,23,0,0,70.15,42.27,69.23,1.013,39.7,72.1,302.0,9.99,1.0,1.0,159,2.26,4,328,15.9,0.0,1,69.9,69.9,0.12,-1.5,0,0,0,75
2023-06-22,FMCG,3,6,25,0,0,92.93,53.27,88.67,1.048,42.7,203.1,780.0,29.6,1.0,1.0,757,3.44,3,319,25.6,0.0,1,207.2,225.8,0.12,-1.5,1,6,0,78
2022-01-30,Grocery,1,1,4,0,1,496.76,372.29,512.34,0.97,25.1,127.7,546.2,19.5,1.0,1.0,1271,9.72,2,11,65.2,0.831,0,136.5,167.6,0.14,-1.2,2,19,-1,61
2023-06-21,Fashion,0,6,25,0,0,2714.71,1350.13,2368.46,1.146,50.3,13.0,66.1,2.27,0.7,1.0,93,5.07,11,657,40.9,0.0,1,15.9,20.4,0.28,-2.0,1,14,0,76
2021-12-16,Fashion,0,12,50,0,0,654.72,355.93,646.41,1.013,45.6,44.6,269.9,9.21,1.5,1.0,140,1.88,12,226,15.2,0.0,1,64.5,64.5,0.28,-2.0,0,0,1,74
2022-11-23,Electronics,2,11,47,0,0,34415.42,21326.22,38447.67,0.895,38.0,64.9,392.3,12.49,2.2,1.0,193,3.9,14,402,15.5,0.0,1,87.4,100.0,0.32,-1.8,1,8,0,80
2022-01-20,Grocery,1,1,3,1,0,415.75,265.23,411.35,1.011,36.2,155.9,583.9,21.6,1.0,1.25,311,2.36,1,31,14.4,0.0,1,151.2,151.2,0.14,-1.2,0,0,0,75
2022-08-02,Grocery,1,8,31,0,0,85.31,55.77,80.81,1.056,34.6,97.8,363.1,13.84,1.0,1.0,261,2.97,3,30,18.9,0.0,1,96.9,96.9,0.14,-1.2,0,0,0,73
2021-11-11,Grocery,1,11,45,0,0,476.57,325.65,514.4,0.926,31.7,242.3,872.0,30.89,1.4,0.75,283,1.77,1,54,9.2,0.0,1,216.2,216.2,0.14,-1.2,0,0,1,73
2023-12-20,Seasonal,4,12,51,1,0,5985.67,2696.82,6455.47,0.927,54.9,128.3,544.7,18.31,3.0,1.8,365,4.11,10,298,19.9,0.0,1,128.2,176.3,0.55,-2.5,1,15,0,80
2022-02-24,FMCG,3,2,8,0,0,712.17,394.05,720.2,0.989,44.7,36.0,143.8,5.03,1.0,1.0,47,1.32,5,355,9.3,0.0,1,35.2,35.2,0.12,-1.5,0,0,0,72
2021-01-05,Fashion,0,1,1,0,0,4959.96,2448.93,4217.02,1.176,50.6,6.9,26.8,1.01,0.5,1.0,12,1.44,10,181,11.8,0.0,1,7.1,7.1,0.28,-2.0,0,0,0,63
2023-09-22,FMCG,3,9,38,0,0,671.88,345.61,737.84,0.911,48.6,65.8,267.2,9.51,1.0,1.0,304,5.35,3,94,32.0,0.0,1,66.6,75.6,0.12,-1.5,1,9,0,84
2022-07-11,FMCG,3,7,28,0,0,423.25,233.68,375.53,1.127,44.8,39.0,165.0,5.84,1.0,1.0,179,3.21,2,132,30.6,0.0,1,40.9,44.0,0.12,-1.5,1,5,0,74
2022-08-21,Grocery,1,8,33,0,1,164.77,101.97,176.27,0.935,38.1,34.1,142.4,5.19,1.0,1.2,59,2.02,2,22,11.4,0.0,1,36.3,36.3,0.14,-1.2,0,0,0,74
2023-04-06,Seasonal,4,4,14,0,0,3775.72,1994.12,3378.82,1.117,47.2,11.8,37.3,1.17,1.0,1.0,52,0.89,10,258,44.4,0.0,1,8.2,8.2,0.55,-2.5,0,0,2,62
2022-01-06,FMCG,3,1,1,0,0,557.06,335.6,599.81,0.929,39.8,171.9,710.9,25.17,1.0,1.0,3044,18.33,4,266,120.9,0.0,1,176.2,247.6,0.12,-1.5,2,27,-1,81
2022-01-27,FMCG,3,1,4,0,0,198.2,100.48,215.62,0.919,49.3,156.3,681.3,24.03,1.0,1.0,365,2.06,3,103,15.2,0.0,1,168.2,168.2,0.12,-1.5,0,0,0,74
2023-03-10,Grocery,1,3,10,0,0,292.31,177.21,323.63,0.903,39.4,280.9,968.4,35.19,1.1,1.0,172,0.85,1,16,4.9,0.0,1,246.3,246.3,0.14,-1.2,0,0,2,71
2023-10-26,Grocery,1,10,43,1,0,288.37,171.46,291.8,0.988,40.5,120.3,463.7,16.06,1.3,1.45,945,7.9,1,36,58.9,0.389,0,112.4,119.1,0.14,-1.2,1,5,0,70
2023-07-03,FMCG,3,7,27,0,0,294.5,187.01,299.69,0.983,36.5,91.0,352.2,12.01,1.0,1.0,170,1.99,3,261,14.1,0.0,1,84.1,84.1,0.12,-1.5,0,0,0,74
2022-10-21,Electronics,2,10,42,1,0,39381.42,25212.86,35505.19,1.109,36.0,20.9,102.0,3.4,1.9,1.3,225,2.42,11,408,66.2,0.0,1,23.8,23.8,0.32,-1.8,0,0,0,60
2022-03-07,Fashion,0,3,10,0,0,3816.9,1724.4,4002.25,0.954,54.8,49.2,158.2,6.06,1.0,1.0,65,2.17,8,343,10.7,0.0,1,42.4,42.4,0.28,-2.0,0,0,0,75
2023-07-31,Electronics,2,7,31,0,0,30287.23,17908.79,31267.51,0.969,40.9,14.7,77.0,2.73,1.0,1.0,19,1.37,14,500,7.0,0.0,1,19.1,19.1,0.32,-1.8,0,0,3,72
2023-08-21,FMCG,3,8,34,0,0,224.66,113.56,213.84,1.051,49.5,65.9,283.5,9.71,1.0,1.2,291,2.9,4,80,30.0,0.0,1,68.0,68.0,0.12,-1.5,0,0,0,73
2021-09-02,Seasonal,4,9,35,0,0,2571.88,1045.49,2940.47,0.875,59.3,6.4,22.6,0.73,1.0,1.0,87,4.49,21,246,119.4,0.0,1,5.1,6.8,0.55,-2.5,1,13,0,64
2022-01-17,FMCG,3,1,3,1,0,425.74,275.38,376.06,1.132,35.3,276.7,1168.6,40.39,1.0,1.25,2176,7.07,2,316,53.9,0.0,1,282.7,337.8,0.12,-1.5,1,13,0,77
2021-03-24,Seasonal,4,3,12,1,0,3822.72,1729.36,4114.33,0.929,54.8,79.5,465.8,14.03,1.0,1.35,78,1.17,18,315,5.6,0.0,1,98.2,98.2,0.55,-2.5,0,0,3,72
2021-03-13,Electronics,2,3,10,0,1,4689.63,3277.79,4292.91,1.092,30.1,13.9,64.5,2.2,1.0,1.0,23,1.49,20,399,10.5,0.0,1,15.4,15.4,0.32,-1.8,0,0,3,68
2022-07-07,Fashion,0,7,27,0,0,3816.4,1938.99,3494.13,1.092,49.2,45.6,229.9,7.11,1.3,1.0,57,0.9,8,685,8.0,0.0,1,49.8,49.8,0.28,-2.0,0,0,2,67
2022-05-24,Grocery,1,5,21,0,0,49.53,33.92,45.12,1.098,31.5,32.2,120.3,4.21,1.0,1.0,198,6.18,3,52,47.0,0.0,1,29.5,33.0,0.14,-1.2,1,10,0,77
2023-07-15,Grocery,1,7,28,0,1,343.56,212.16,350.65,0.98,38.2,434.5,1843.9,64.33,1.0,1.0,155,0.85,2,3,2.4,0.0,1,450.3,450.3,0.14,-1.2,0,0,2,71
2021-01-23,Seasonal,4,1,3,0,1,1214.86,558.8,1151.88,1.055,54.0,4.0,27.8,1.01,0.3,1.0,5,0.76,21,141,4.9,0.0,1,7.1,7.1,0.55,-2.5,0,0,3,66
2021-09-30,FMCG,3,9,39,0,0,542.6,338.13,582.01,0.932,37.7,51.1,224.8,7.79,1.0,1.0,51,0.78,3,279,6.6,0.0,1,54.5,54.5,0.12,-1.5,0,0,2,70
2022-04-08,Fashion,0,4,14,0,0,3672.15,2194.51,3690.04,0.995,40.2,13.0,44.2,1.51,1.0,1.0,30,1.78,8,229,19.8,0.0,1,10.6,10.6,0.28,-2.0,0,0,0,73
2021-02-23,FMCG,3,2,8,0,0,715.98,461.44,614.79,1.165,35.6,195.7,727.7,25.4,1.0,1.0,460,2.35,2,144,18.1,0.0,1,177.8,177.8,0.12,-1.5,0,0,0,66
2023-12-18,Electronics,2,12,51,1,0,21077.25,14471.2,19819.97,1.063,31.3,78.5,383.7,12.96,1.8,1.8,325,3.99,10,684,25.1,0.0,1,90.7,102.1,0.32,-1.8,1,7,0,76
2023-11-17,FMCG,3,11,46,0,0,419.37,233.58,476.16,0.881,44.3,78.6,375.8,13.44,1.3,0.75,236,3.01,3,78,17.6,0.0,1,94.1,101.2,0.12,-1.5,1,5,0,77
2023-01-04,Fashion,0,1,1,0,0,3839.85,2034.29,4015.19,0.956,47.0,5.4,32.4,0.97,0.5,1.0,82,10.15,10,204,84.4,0.0,1,6.8,10.3,0.28,-2.0,2,26,-1,84
2023-03-20,Electronics,2,3,12,1,0,24204.16,14270.73,25358.4,0.954,41.0,64.2,181.0,6.79,1.0,1.35,98,2.28,19,411,14.4,0.0,1,47.5,47.5,0.32,-1.8,0,0,3,75
2023-10-23,Fashion,0,10,43,1,0,1282.35,725.27,1220.77,1.05,43.4,110.4,300.1,12.99,1.6,1.45,527,6.41,12,556,40.6,0.0,1,90.9,116.4,0.28,-2.0,1,14,0,81
2022-06-28,FMCG,3,6,26,0,0,591.28,336.26,552.73,1.07,43.1,94.6,378.5,12.87,1.0,1.0,210,2.15,5,155,16.3,0.0,1,90.1,90.1,0.12,-1.5,0,0,0,70
2023-05-03,Fashion,0,5,18,0,0,2939.36,1642.1,2961.06,0.993,44.1,37.2,141.0,5.19,1.0,1.0,80,2.77,6,400,15.4,0.0,1,36.3,36.3,0.28,-2.0,0,0,0,76
2021-12-08,Fashion,0,12,49,0,0,1405.67,763.29,1517.06,0.927,45.7,49.3,177.1,6.5,1.5,1.0,47,0.57,7,287,7.2,0.0,1,45.5,45.5,0.28,-2.0,0,0,2,70
2023-06-10,Fashion,0,6,23,0,1,2320.38,1114.74,2366.24,0.981,52.0,37.8,149.4,5.54,0.7,1.0,113,3.87,13,365,20.4,0.0,1,38.8,48.9,0.28,-2.0,1,13,0,80
2021-01-29,Electronics,2,1,4,0,0,31343.13,20436.65,33728.4,0.929,34.8,26.4,94.8,3.24,0.6,1.0,49,2.24,20,652,15.1,0.0,1,22.7,22.7,0.32,-1.8,0,0,3,75
2021-06-17,Fashion,0,6,24,0,0,2980.09,1487.65,2665.46,1.118,50.1,6.2,39.2,1.67,0.7,1.0,24,2.24,11,362,14.4,0.0,1,11.7,11.7,0.28,-2.0,0,0,0,71
2021-07-15,FMCG,3,7,28,0,0,296.03,155.91,263.35,1.124,47.3,130.3,535.7,19.49,1.0,1.0,363,2.35,5,182,18.6,0.0,1,136.4,136.4,0.12,-1.5,0,0,0,71
2021-02-04,Grocery,1,2,5,0,0,347.67,200.44,395.93,0.878,42.3,70.3,258.1,9.6,1.0,1.0,237,3.99,1,13,24.7,0.474,0,67.2,90.6,0.14,-1.2,2,29,0,66
2021-05-23,Electronics,2,5,20,0,1,19597.81,12497.22,19338.31,1.013,36.2,28.7,82.5,3.93,1.0,1.0,42,2.18,13,511,10.7,0.0,1,27.5,27.5,0.32,-1.8,0,0,3,75
2023-06-15,Seasonal,4,6,24,0,0,1691.98,712.36,1505.15,1.124,57.9,7.7,25.4,0.93,0.4,1.0,67,9.19,9,261,72.2,0.0,1,6.5,10.1,0.55,-2.5,2,22,-1,79
2022-07-20,Fashion,0,7,29,0,0,2282.0,1349.87,1977.48,1.154,40.8,41.2,156.3,6.0,1.3,1.0,185,4.35,9,405,30.8,0.0,1,42.0,51.2,0.28,-2.0,1,11,0,72
2023-06-04,FMCG,3,6,22,0,1,429.07,275.11,366.89,1.169,35.9,133.7,494.5,17.56,1.0,1.0,188,1.08,4,135,10.7,0.0,1,122.9,122.9,0.12,-1.5,0,0,0,62
2021-04-27,Electronics,2,4,17,0,0,33910.23,21406.01,32338.43,1.049,36.9,14.1,57.9,2.4,1.0,1.0,41,1.79,14,419,17.1,0.0,1,16.8,16.8,0.32,-1.8,0,0,0,73
2021-01-11,FMCG,3,1,2,1,0,544.51,304.6,563.73,0.966,44.1,253.1,1024.7,37.59,1.0,1.25,591,2.58,3,265,15.7,0.0,1,263.1,263.1,0.12,-1.5,0,0,0,76
2023-11-29,Electronics,2,11,48,0,0,35480.61,21837.85,34019.42,1.043,38.5,19.7,83.9,2.26,2.2,1.0,54,2.62,10,479,23.9,0.0,1,15.8,15.8,0.32,-1.8,0,0,0,76
2022-05-23,FMCG,3,5,21,0,0,177.4,98.4,174.26,1.018,44.5,182.0,727.4,26.43,1.0,1.0,334,1.5,2,293,12.6,0.0,1,185.0,185.0,0.12,-1.5,0,0,0,73
2023-02-22,Fashion,0,2,8,0,0,3997.05,1890.84,3556.96,1.124,52.7,40.9,181.3,6.49,1.0,1.0,242,3.63,14,542,37.3,0.0,1,45.4,49.9,0.28,-2.0,1,5,0,74
2021-02-06,Grocery,1,2,5,0,1,464.29,311.0,530.0,0.876,33.0,154.7,542.9,20.03,1.0,1.0,383,3.33,3,32,19.1,0.0,1,140.2,152.0,0.14,-1.2,1,7,0,78
2022-05-06,Grocery,1,5,18,0,0,234.36,136.63,268.7,0.872,41.7,199.1,824.0,32.61,1.0,1.0,2277,12.36,1,56,69.8,0.198,0,228.3,299.5,0.14,-1.2,2,26,-1,80
2021-08-02,Seasonal,4,8,31,0,0,4047.16,1643.57,4488.54,0.902,59.4,107.1,455.4,16.66,1.0,1.0,351,7.58,14,364,21.1,0.0,1,116.6,160.3,0.55,-2.5,1,15,0,91
2021-02-08,Fashion,0,2,6,0,0,2182.29,1256.61,1951.42,1.118,42.4,23.3,88.2,3.1,1.0,1.0,198,6.4,6,447,63.9,0.0,1,21.7,25.2,0.28,-2.0,1,8,0,72
2021-06-07,Fashion,0,6,23,0,0,1210.82,718.32,1058.62,1.144,40.7,13.0,39.3,1.7,0.7,1.0,21,1.89,7,334,12.4,0.0,1,11.9,11.9,0.28,-2.0,0,0,0,70
